Wall time,Step,Value
1771083259.4325583,1102,17.056684494018555
1771084327.8829656,2205,6.687195301055908
1771085398.8031237,3308,2.968977212905884
1771086472.4593215,4411,1.4221762418746948
1771087545.0058563,5514,1.181615948677063
1771088617.1036084,6617,0.7893903255462646
1771089692.846257,7720,0.6567368507385254
1771090764.5869036,8823,0.7577174305915833
1771091834.0831828,9926,0.6471467614173889
1771092909.8646884,11029,0.588225781917572
1771093982.8815138,12132,0.5844805836677551
1771095061.366203,13235,0.5441494584083557
1771096129.2301126,14338,0.548721969127655
1771097204.6979814,15441,0.4174087941646576
1771098272.878129,16544,0.4625738561153412
1771099340.2681818,17647,0.5081086158752441
1771100410.8827443,18750,0.4278905391693115
1771101479.2411096,19853,0.445801317691803
1771102551.2632978,20956,0.4004870355129242
1771103623.1653345,22059,0.4450145661830902
1771104696.207282,23162,0.39204341173171997
1771105762.7145028,24265,0.39877939224243164
1771106830.7978213,25368,0.48699119687080383
1771107900.8477848,26471,0.4525587260723114
1771108968.274363,27574,0.40574154257774353
1771110039.0852032,28677,0.45727279782295227
1771111106.0968404,29780,0.4168989956378937
1771112173.056994,30883,0.45581960678100586
1771113238.847612,31986,0.4196801483631134
1771114307.3365664,33089,0.40492984652519226
1771115376.7945454,34192,0.43290072679519653
1771116445.7495866,35295,0.4007040858268738
1771117524.5410197,36398,0.361230731010437
1771118597.9269238,37501,0.367938756942749
1771119665.1345177,38604,0.43902233242988586
1771120732.0712018,39707,0.3947969973087311
1771121803.1882584,40810,0.4236603379249573
1771122871.4932718,41913,0.3835460841655731
1771123951.2437704,43016,0.32779645919799805
1771125018.819206,44119,0.3382270932197571
1771126098.9731572,45222,0.31686851382255554
1771127165.809853,46325,0.3963172137737274
1771128230.6912074,47428,0.3659937083721161
1771129297.8861964,48531,0.3964753746986389
1771130365.3816323,49634,0.3885641396045685
1771131450.0001564,50737,0.30549946427345276
1771132517.4905722,51840,0.36810845136642456
1771133585.4145393,52943,0.3515591025352478
1771134652.7130263,54046,0.33537787199020386
1771135719.9085772,55149,0.3518660366535187
1771136787.9086728,56252,0.3511984348297119
1771137856.8534486,57355,0.385669082403183
1771138928.8480015,58458,0.33208054304122925
1771140000.879698,59561,0.3192957043647766
1771141076.8400044,60664,0.30486583709716797
1771142144.4153416,61767,0.37905439734458923
1771143215.147337,62870,0.331344872713089
1771144287.9860651,63973,0.3541896641254425
1771145352.5999687,65076,0.34003740549087524
1771146428.5618665,66179,0.2879471480846405
1771147493.7207825,67282,0.31764599680900574
