Wall time,Step,Value
1767480664.0931213,1102,5.779855251312256
1767481689.657786,2205,1.541162371635437
1767482683.644022,3308,1.0624394416809082
1767483672.1593494,4411,0.8849636316299438
1767484660.806741,5514,0.8865456581115723
1767485650.147315,6617,0.8711203932762146
1767486638.4453795,7720,0.9323738217353821
1767487627.1647444,8823,0.9733521938323975
1767488620.3397079,9926,0.8458893895149231
1767489609.605019,11029,0.692887008190155
1767490596.6122558,12132,0.9858191609382629
1767491590.72419,13235,0.6477356553077698
1767492578.230398,14338,0.6494558453559875
1767493567.148505,15441,0.6215592622756958
1767494553.698449,16544,0.5394778251647949
1767495541.8774858,17647,0.5675100684165955
1767496529.0551043,18750,0.5412363409996033
1767497516.7092955,19853,0.5474305152893066
1767498503.8213642,20956,0.5903822779655457
1767499490.5325508,22059,0.5971980094909668
1767500478.51036,23162,0.6845015287399292
1767501466.3272681,24265,0.654964804649353
1767502454.2797537,25368,0.6001747846603394
1767503443.5488453,26471,0.578623354434967
1767504431.4584348,27574,0.6551099419593811
1767505418.508448,28677,0.5210062265396118
1767506407.0374022,29780,0.6302533745765686
1767507395.000049,30883,0.5886455774307251
1767508383.3654788,31986,0.5650928020477295
1767509371.5897133,33089,0.5951305627822876
1767510359.701843,34192,0.5008495450019836
1767511347.0742147,35295,0.5477593541145325
1767512334.9271185,36398,0.5222930312156677
1767513322.84697,37501,0.5709483027458191
1767514310.3626294,38604,0.565503716468811
1767515298.1788256,39707,0.5001694560050964
1767516285.7510037,40810,0.48186805844306946
1767517273.9514916,41913,0.5302637815475464
1767518264.1196938,43016,0.47916239500045776
1767519252.5447388,44119,0.5386993885040283
1767520240.6688662,45222,0.47720932960510254
1767521229.1991496,46325,0.6127260327339172
1767522219.8141518,47428,0.5901976227760315
1767523210.679493,48531,0.5053642392158508
1767524198.7286623,49634,0.5214324593544006
1767525195.9534764,50737,0.4496331810951233
1767526188.5877218,51840,0.5664172172546387
1767527175.97249,52943,0.551292359828949
1767528167.1358633,54046,0.4890235662460327
1767529154.4676187,55149,0.41646674275398254
1767530141.4283855,56252,0.45190221071243286
