Wall time,Step,Value
1762454726.8731081,474,11.457770347595215
1762455366.831475,949,5.842306137084961
1762456007.0941324,1424,5.607485771179199
1762456648.5792105,1899,3.495682716369629
1762457287.1513338,2374,2.6758484840393066
1762457926.0414276,2849,2.1152548789978027
1762458565.4984024,3324,1.7435920238494873
1762459205.3420866,3799,1.4470994472503662
1762459844.7433817,4274,1.4076753854751587
1762460483.9843318,4749,1.332282543182373
1762461123.6372757,5224,1.0633633136749268
1762461764.7110085,5699,1.0054506063461304
1762462404.448627,6174,0.9347419738769531
1762463043.674459,6649,0.9024873971939087
1762463683.0190442,7124,0.8490971326828003
1762464322.8745234,7599,0.8588290810585022
1762464961.439832,8074,0.7935051321983337
1762465600.0956411,8549,0.768578290939331
1762466238.7716255,9024,0.682928740978241
1762466880.9582245,9499,0.6780760884284973
1762467520.236071,9974,0.6549366116523743
1762468161.341063,10449,0.6371800899505615
1762468801.1080587,10924,0.6292657852172852
1762469441.1315112,11399,0.6830857396125793
1762470081.1502013,11874,0.6670438051223755
1762470720.6596887,12349,0.6453679203987122
1762471360.3501978,12824,0.6770551204681396
1762471998.8061452,13299,0.5948613286018372
1762472637.6899831,13774,0.5794108510017395
1762473276.8590024,14249,0.6004297137260437
1762473916.7349062,14724,0.5999956130981445
1762474556.5465012,15199,0.618995726108551
1762475199.1219673,15674,0.5933349132537842
1762475838.0443425,16149,0.6143807172775269
1762476480.4624565,16624,0.6610019207000732
1762477120.087057,17099,0.6043294072151184
1762477760.006355,17574,0.6482486724853516
1762478402.0668142,18049,0.6062455177307129
1762479042.1291494,18524,0.6114269495010376
1762479682.357443,18999,0.5833268165588379
1762480320.7866573,19474,0.6160534024238586
1762480960.0353951,19949,0.597342312335968
1762481599.0478382,20424,0.6005875468254089
1762482241.5057075,20899,0.6154429912567139
1762482881.7407727,21374,0.6253697872161865
1762483521.023314,21849,0.6678754091262817
1762484159.3674808,22324,0.6195810437202454
1762484798.3469906,22799,0.6515348553657532
1762485436.7720208,23274,0.6244224309921265
1762486078.10514,23749,0.6268903613090515
1762486717.6406395,24224,0.6254393458366394
1762487356.5113378,24699,0.6548517346382141
1762487995.8015954,25174,0.5899221897125244
1762488635.2436514,25649,0.6234885454177856
1762489277.127858,26124,0.6444216966629028
1762489917.3565075,26599,0.6555383205413818
1762490556.832664,27074,0.6208418011665344
1762491197.6758046,27549,0.5927340388298035
1762491836.2390947,28024,0.610415518283844
1762492476.1764078,28499,0.6120743751525879
1762493115.9029918,28974,0.5798431634902954
1762493754.7535713,29449,0.6013132333755493
1762494394.5405111,29924,0.5892357230186462
1762495034.5874019,30399,0.6363199353218079
1762495682.7224061,30874,0.6541888117790222
1762496323.7304351,31349,0.6185922622680664
1762496963.8138974,31824,0.6155005693435669
1762497603.9975007,32299,0.6266397833824158
1762498242.9286602,32774,0.603404700756073
1762498882.8059459,33249,0.6257365942001343
1762499523.9349895,33724,0.5988495945930481
1762500163.3826737,34199,0.6219387054443359
1762500802.1137319,34674,0.6320121884346008
1762501441.2483966,35149,0.6184871792793274
1762502081.2778158,35624,0.5708267688751221
1762502724.3182044,36099,0.6020704507827759
1762503367.1768827,36574,0.5816506743431091
