Wall time,Step,Value
1762452798.4092402,474,16.762714385986328
1762453464.1424432,949,2.675858497619629
1762454130.1777818,1424,1.2082158327102661
1762454795.8667817,1899,0.6771544814109802
1762455459.9914985,2374,0.569229781627655
1762456125.0632203,2849,0.5434198379516602
1762456789.9746828,3324,0.46482497453689575
1762457454.4486341,3799,0.4552348256111145
1762458119.688336,4274,0.43770354986190796
1762458784.7617903,4749,0.4487139582633972
1762459453.5097804,5224,0.4479154050350189
1762460118.040554,5699,0.46294739842414856
1762460782.5034409,6174,0.4183313548564911
1762461445.9758983,6649,0.44225940108299255
1762462111.227587,7124,0.44813472032546997
1762462778.0922763,7599,0.4398334324359894
1762463441.8623474,8074,0.4606047570705414
1762464105.7144659,8549,0.4595402181148529
1762464771.0025382,9024,0.434718519449234
1762465435.7716901,9499,0.43198972940444946
1762466100.823274,9974,0.4562567174434662
1762466765.654217,10449,0.45160558819770813
1762467431.3071165,10924,0.45638594031333923
1762468099.2022128,11399,0.4446837902069092
1762468762.9227862,11874,0.4033318758010864
1762469427.4926908,12349,0.41475921869277954
1762470090.7771957,12824,0.40660786628723145
1762470755.138295,13299,0.43085503578186035
1762471419.407673,13774,0.4485941231250763
1762472085.0758398,14249,0.4280344545841217
1762472751.0693727,14724,0.4319368302822113
1762473415.1933615,15199,0.4174436032772064
1762474083.3603687,15674,0.4415527284145355
1762474747.9977725,16149,0.4254591166973114
1762475412.3996608,16624,0.42968177795410156
1762476077.8601332,17099,0.44056251645088196
1762476742.723246,17574,0.3980719745159149
1762477407.1139882,18049,0.40470606088638306
1762478073.4876974,18524,0.3980281949043274
1762478740.2629738,18999,0.40921542048454285
1762479409.3243551,19474,0.4242855906486511
1762480074.375047,19949,0.42381951212882996
1762480738.5659072,20424,0.43026745319366455
1762481402.993427,20899,0.41317659616470337
1762482067.0293624,21374,0.4427585005760193
1762482732.2390826,21849,0.4127006232738495
1762483396.8752618,22324,0.4018130302429199
1762484061.377265,22799,0.38521865010261536
1762484725.120386,23274,0.3876156508922577
1762485392.9169016,23749,0.38585174083709717
1762486057.2659764,24224,0.391867458820343
1762486723.8282535,24699,0.3916659653186798
1762487386.7742972,25174,0.38923460245132446
1762488051.527916,25649,0.4075314700603485
1762488721.2282693,26124,0.4152630865573883
1762489385.7117038,26599,0.40426310896873474
1762490050.4590342,27074,0.39798569679260254
1762490715.297166,27549,0.39601194858551025
1762491387.6417828,28024,0.4017539322376251
1762492052.9457662,28499,0.4029009938240051
1762492722.2734778,28974,0.39561477303504944
1762493386.2110922,29449,0.40043821930885315
1762494051.2655509,29924,0.4016057252883911
1762494715.446384,30399,0.4162949025630951
1762495380.0752037,30874,0.41751691699028015
1762496043.8616817,31349,0.40975138545036316
1762496710.617721,31824,0.39857131242752075
1762497378.5153892,32299,0.3899441957473755
1762498043.1530645,32774,0.4101756811141968
1762498706.5717523,33249,0.39846324920654297
1762499376.6973956,33724,0.4047548472881317
1762500042.809778,34199,0.3917072117328644
1762500706.1836708,34674,0.3822091817855835
1762501371.0122015,35149,0.39854511618614197
1762502035.9322038,35624,0.4057518243789673
1762502698.6039903,36099,0.4140728712081909
1762503363.0755975,36574,0.3911687135696411
