Wall time,Step,Value
1771083000.895116,1102,19.52604103088379
1771083997.7795749,2205,11.648860931396484
1771084995.3369644,3308,7.297905921936035
1771085991.6681032,4411,6.394826412200928
1771086984.7939787,5514,4.369942665100098
1771087976.9555554,6617,3.825286388397217
1771088969.555422,7720,2.7975404262542725
1771089965.9272926,8823,2.381929874420166
1771090962.6212106,9926,2.024740219116211
1771091950.508352,11029,2.026278257369995
1771092943.356706,12132,1.3871562480926514
1771093930.5174997,13235,1.4326356649398804
1771094923.1287599,14338,1.3585551977157593
1771095910.5670626,15441,1.3623926639556885
1771096902.889716,16544,1.240105390548706
1771097890.2662969,17647,1.290073037147522
1771098888.5911355,18750,1.1501445770263672
1771099886.2743156,19853,1.0603832006454468
1771100873.5402374,20956,1.0926227569580078
1771101865.6810012,22059,1.0396641492843628
1771102853.1520991,23162,1.0718224048614502
1771103849.920422,24265,0.9529320001602173
1771104842.149218,25368,0.9150564074516296
1771105838.425777,26471,0.8274250626564026
1771106826.6843462,27574,0.8820763826370239
1771107825.5408432,28677,0.7696478962898254
1771108820.2804341,29780,0.8041418194770813
1771109808.0201008,30883,0.7814807891845703
1771110796.8288965,31986,0.8645499348640442
1771111788.8583832,33089,0.7647413611412048
1771112777.3856978,34192,0.8850178122520447
1771113764.3817472,35295,0.873395562171936
1771114752.5391176,36398,0.8615651726722717
1771115741.9440556,37501,0.8646188378334045
1771116731.8012524,38604,0.7653513550758362
1771117722.1239676,39707,0.7782230973243713
1771118716.8775487,40810,0.7104434967041016
1771119704.9938428,41913,0.8044944405555725
1771120693.0794141,43016,0.8141087889671326
1771121681.4981227,44119,0.7975053787231445
1771122669.2617228,45222,0.7725206613540649
1771123656.1469417,46325,0.8204469680786133
1771124643.6071222,47428,0.8356409668922424
1771125630.5521145,48531,0.7536394000053406
1771126617.3409395,49634,0.7224695086479187
1771127610.5548027,50737,0.7915326356887817
1771128598.8304555,51840,0.7220475673675537
1771129586.2969415,52943,0.7733442783355713
1771130573.822434,54046,0.768003523349762
1771131565.3960342,55149,0.6423662304878235
1771132552.3310733,56252,0.7153112292289734
1771133539.1862328,57355,0.6689697504043579
1771134530.3520672,58458,0.632207989692688
1771135518.3243723,59561,0.6639336347579956
1771136509.6538708,60664,0.6202972531318665
1771137496.8841176,61767,0.6331104040145874
1771138483.2539985,62870,0.6635544896125793
1771139470.7389045,63973,0.6324178576469421
1771140463.074487,65076,0.5603345632553101
1771141450.508926,66179,0.691701352596283
1771142439.545472,67282,0.6825307607650757
