Wall time,Step,Value
1768569635.9777749,1859,1.7256299257278442
1768571377.975575,3719,0.6062807440757751
1768573122.0445452,5579,0.494828462600708
1768574864.2820308,7439,0.5201779007911682
1768576607.3459194,9299,0.5414347648620605
1768578349.7469091,11159,0.41089898347854614
1768580094.6111636,13019,0.41259220242500305
1768581838.018053,14879,0.42186230421066284
1768583581.5988677,16739,0.4704401195049286
1768585325.5693595,18599,0.4396437406539917
1768587067.7248924,20459,0.36117738485336304
1768588815.8450372,22319,0.34330281615257263
1768590560.8963397,24179,0.35946792364120483
1768592307.539932,26039,0.4071700870990753
1768594053.0737598,27899,0.3388734757900238
1768595799.5749037,29759,0.42468583583831787
1768597544.7243152,31619,0.3891508877277374
1768599288.859758,33479,0.4307963252067566
1768601033.9268146,35339,0.4007459580898285
1768602781.7387307,37199,0.3238092362880707
1768604527.863668,39059,0.39885443449020386
1768606277.763934,40919,0.3890801668167114
1768608026.9770956,42779,0.3600337505340576
1768609777.0963526,44639,0.33628761768341064
1768611525.8206725,46499,0.33645614981651306
1768613273.372796,48359,0.3666858375072479
1768615024.1833904,50219,0.4604208767414093
1768616772.807587,52079,0.45211300253868103
1768618518.6329806,53939,0.37451061606407166
1768620265.9401388,55799,0.42140233516693115
1768622010.2158642,57659,0.3574742078781128
1768623759.364157,59519,0.3559092879295349
1768625505.7391586,61379,0.37571343779563904
1768627255.01135,63239,0.740218997001648
1768628999.7260966,65099,0.6968193054199219
1768630748.7887523,66959,0.4240938723087311
1768632495.1525517,68819,0.3386731445789337
1768634240.4578438,70679,0.43178996443748474
1768635986.9820411,72539,0.42904961109161377
1768637733.390516,74399,0.4511779248714447
1768639481.1548572,76259,0.4078114330768585
1768641226.041627,78119,0.36296504735946655
1768642970.5180945,79979,0.37020060420036316
1768644714.2702804,81839,0.4529323875904083
1768646456.1552389,83699,0.3820890188217163
1768648199.4581625,85559,0.3954199552536011
1768649943.9350445,87419,0.5221424698829651
1768651687.8288364,89279,0.325588583946228
1768653432.411472,91139,0.42827749252319336
1768655175.816331,92999,0.36817681789398193
1768656919.5121703,94859,0.4346829950809479
1768658663.2994974,96719,0.35135605931282043
1768660404.0176957,98579,0.3176620602607727
1768662154.96738,100439,0.4097591042518616
1768663899.8098288,102299,0.473928302526474
1768665643.5832736,104159,0.42676714062690735
1768667387.9817233,106019,0.49972856044769287
1768669131.6550972,107879,0.430097758769989
1768670878.338123,109739,0.4708465039730072
1768672625.434159,111599,0.4432064890861511
1768674371.1561084,113459,0.395219087600708
1768676117.0363333,115319,0.42965075373649597
1768677859.1235495,117179,0.43217331171035767
1768679604.576871,119039,0.4740847647190094
1768681348.7517526,120899,0.4441097378730774
1768683094.2528872,122759,0.38269731402397156
1768684839.2110744,124619,0.3654000163078308
1768686583.1587796,126479,0.4294055700302124
1768688327.2634223,128339,0.4399084150791168
1768690073.0449727,130199,0.5024445652961731
1768691818.6664886,132059,0.4259272515773773
1768693567.9236715,133919,0.46086937189102173
1768695316.5679479,135779,0.43241381645202637
1768697064.236297,137639,0.3906060457229614
1768698810.9228613,139499,0.4745219647884369
1768700555.441364,141359,0.45309120416641235
1768702301.7895496,143219,0.40253573656082153
1768704049.1646001,145079,0.4305751919746399
1768705792.9490027,146939,0.4526793360710144
1768707538.3473032,148799,0.49347174167633057
1768709286.3393302,150659,0.4378392994403839
1768711032.1772418,152519,0.3930741846561432
1768712776.619126,154379,0.46696314215660095
1768714522.2048652,156239,0.5095059275627136
1768716266.2872727,158099,0.3916723430156708
1768718012.390643,159959,0.5362508296966553
1768719757.1032658,161819,0.5149381160736084
